Timestamp,Temperature,WaterColor_R,WaterColor_G,WaterColor_B,Ph,Salinity,Turbidity,GPS_Lat,GPS_Lon,Altitude,Battery,UserID,BoaID,BoaKey
2025-03-25T22:39:12.142520,29.51,null,179,null,7.06,null,1.31,47.376096,18.695336,null,null,User878,Boa100,Key9744
2025-03-31T06:51:56.142537,null,123,233,null,null,null,1.82,47.026267,11.272432,null,79,User536,Boa56,Key8604
2025-03-27T17:50:59.142554,null,null,6,124,null,null,null,46.734854,19.678473,19.71,51,User297,Boa82,Key9827
2025-03-25T19:44:53.142570,null,249,null,null,null,36.16,1.46,46.173508,14.180236,null,null,User657,Boa81,Key1214
2025-03-27T21:11:39.142586,27.12,224,null,null,null,null,null,40.874251,10.071139,17.92,null,User696,Boa94,Key2629
2025-03-21T23:05:01.142602,27.15,null,null,247,6.51,null,null,48.931486,15.6524,null,90,User478,Boa33,Key6232
2025-03-26T03:46:11.142618,null,199,120,null,7.61,null,1.4,44.925359,11.45948,11.13,83,User828,Boa24,Key2911
2025-03-27T15:27:47.142635,null,null,null,null,7.94,null,null,44.587094,14.599169,14.1,74,User959,Boa23,Key9279
2025-03-26T20:39:29.142651,null,null,171,null,6.59,null,null,44.426296,14.847534,10.26,null,User452,Boa68,Key3233
2025-03-28T10:20:27.142667,21.47,99,null,172,7.69,35.5,1.29,41.603621,18.606672,null,59,User700,Boa34,Key7289
2025-03-27T19:46:40.142685,null,172,14,null,null,33.53,1.31,48.193964,16.416977,null,null,User949,Boa96,Key1950
2025-03-26T05:14:32.142701,27.17,null,null,229,7.99,34.24,1.03,47.61639,12.178851,null,null,User715,Boa7,Key4878
2025-03-25T06:22:13.142718,null,203,105,168,null,null,1.92,44.127498,15.529602,null,73,User288,Boa62,Key4499
2025-03-25T12:07:39.142734,20.61,218,237,140,null,null,1.36,46.645167,19.599375,12.11,null,User195,Boa52,Key3880
2025-03-31T10:00:56.142751,null,177,140,243,6.58,36.02,1.2,49.25962,17.996853,12.85,90,User943,Boa85,Key9619
2025-03-30T17:43:50.142770,null,null,209,null,6.21,null,1.72,46.836966,14.34679,16.61,81,User235,Boa39,Key8562
2025-03-24T00:29:40.142787,null,192,18,null,null,37.5,1.61,44.352917,10.696067,13.71,null,User964,Boa89,Key7846
2025-03-28T14:52:39.142805,null,16,null,26,null,null,1.91,43.071021,10.849225,15.48,92,User277,Boa100,Key6760
2025-03-22T05:07:21.142823,24.6,102,null,168,null,null,null,40.465767,11.19568,19.58,83,User572,Boa69,Key7281
2025-03-31T00:19:39.142840,27.57,null,null,null,7.77,32.03,1.44,49.139762,15.750982,10.67,null,User445,Boa59,Key4334
2025-03-25T11:36:39.142857,null,null,107,63,7.04,null,null,43.09504,14.211264,null,58,User816,Boa60,Key2442
2025-03-23T12:23:53.142873,null,null,null,135,null,null,1.39,43.035975,10.248222,null,57,User903,Boa41,Key3310
2025-03-25T11:58:09.142890,25.58,null,96,153,6.76,37.17,1.4,45.916213,16.763685,null,86,User974,Boa11,Key1267
2025-03-25T09:56:12.142907,null,174,null,null,null,37.39,1.36,40.970551,14.713647,null,null,User352,Boa97,Key3894
2025-03-23T02:48:31.142923,23.0,201,null,null,6.42,38.12,null,48.429115,10.774466,null,null,User359,Boa6,Key6638
2025-03-22T12:53:46.142940,29.01,null,10,212,null,33.24,1.74,49.767248,10.428222,null,95,User964,Boa28,Key6222
2025-03-27T11:28:01.142957,22.66,null,null,null,6.84,null,1.91,46.090559,14.043733,12.11,null,User752,Boa12,Key7860
2025-03-31T09:38:17.142973,null,1,null,181,null,null,null,42.816852,17.792161,17.19,79,User403,Boa98,Key6652
2025-03-28T18:07:08.142989,23.25,null,172,197,null,37.08,1.17,44.636231,17.259976,null,null,User963,Boa45,Key4555
2025-03-29T11:44:38.143006,27.33,null,null,null,6.46,36.58,null,49.396796,19.59932,14.09,50,User422,Boa8,Key5311
2025-03-28T16:49:40.143023,null,null,20,94,null,34.27,null,42.541079,18.654365,null,null,User239,Boa37,Key2240
2025-03-24T14:52:13.143039,null,null,251,194,7.56,null,null,42.341016,16.409279,15.56,null,User214,Boa56,Key9589
2025-03-24T20:48:39.143055,null,null,224,null,null,38.72,null,45.153636,18.291948,18.1,57,User187,Boa61,Key6076
2025-03-25T16:25:56.143071,27.36,null,150,20,7.62,null,null,49.652487,10.565696,null,null,User637,Boa2,Key4864
2025-03-24T02:49:54.143087,null,null,240,null,null,32.0,null,41.202915,10.943091,null,57,User866,Boa53,Key2213
2025-03-23T02:52:22.143103,29.41,145,116,null,null,33.38,null,41.746338,11.399573,18.49,78,User510,Boa40,Key7554
2025-03-28T04:21:28.143121,null,152,158,231,6.41,null,1.89,46.806816,13.113442,14.26,70,User462,Boa39,Key1172
2025-03-30T15:16:44.143139,null,148,null,254,7.3,null,null,41.458547,19.168306,null,91,User227,Boa15,Key9425
2025-03-29T11:26:34.143155,24.13,null,179,245,null,38.15,null,46.919807,16.258069,null,73,User218,Boa78,Key9639
2025-03-23T22:42:53.143257,null,null,59,null,null,31.9,null,47.949341,15.639386,14.69,null,User783,Boa93,Key3684
2025-03-23T09:50:58.143279,null,null,50,50,null,null,1.45,49.754873,17.195427,null,62,User958,Boa78,Key6655
2025-03-23T12:17:59.143296,26.33,null,null,null,null,null,null,42.622654,10.423759,null,null,User898,Boa3,Key4759
2025-03-29T08:14:01.143311,null,null,null,210,7.65,36.08,null,44.222008,11.670292,null,null,User404,Boa87,Key6174
2025-03-25T15:21:31.143327,23.29,196,null,null,null,32.54,null,42.222186,18.268434,null,null,User655,Boa71,Key1426
2025-03-22T00:17:29.143343,null,149,54,46,7.93,null,1.99,40.105583,15.242607,null,58,User997,Boa39,Key2802
2025-03-25T21:55:58.143361,null,null,null,3,null,null,null,46.197605,13.69786,14.2,51,User617,Boa45,Key5400
2025-03-22T17:05:52.143377,21.49,195,null,null,null,36.17,null,48.017882,10.307214,null,98,User862,Boa10,Key9568
2025-03-25T09:53:10.143393,null,244,null,66,7.06,30.56,null,48.654541,15.529692,12.05,82,User342,Boa79,Key5579
2025-03-26T01:27:34.143411,null,144,66,165,6.44,36.29,null,49.250045,19.650857,11.67,91,User956,Boa43,Key6045
2025-03-27T23:26:26.143429,null,253,164,247,null,null,1.2,47.274278,17.037811,18.71,null,User641,Boa100,Key7547
2025-03-21T06:09:07.143446,29.95,null,null,96,6.67,null,null,43.728786,10.073651,16.66,76,User151,Boa19,Key1637
2025-03-24T07:45:40.143463,null,2,90,175,null,30.37,null,44.247298,14.47556,10.16,67,User507,Boa20,Key1161
2025-03-29T09:21:26.143481,26.93,133,null,80,null,null,null,40.066111,11.232645,null,77,User884,Boa81,Key2847
2025-03-21T12:08:22.143497,null,null,188,null,6.29,null,null,46.763176,10.508229,null,null,User942,Boa75,Key4291
2025-03-28T18:01:59.143513,24.92,21,52,null,null,null,1.5,41.968818,17.995219,16.73,97,User200,Boa30,Key4179
2025-03-30T23:57:17.143530,27.75,null,null,null,7.47,35.85,null,42.527832,18.307414,null,86,User262,Boa64,Key3230
2025-03-26T06:05:56.143547,null,null,123,null,6.15,37.38,null,45.051599,19.833785,null,95,User842,Boa87,Key3853
2025-03-21T23:28:03.143563,21.66,null,null,null,6.53,39.63,1.33,48.948259,15.866676,null,null,User693,Boa41,Key7409
2025-03-31T10:23:42.143580,23.0,null,157,208,6.34,null,1.68,44.730742,19.066366,null,null,User600,Boa97,Key7375
2025-03-21T06:48:57.143597,24.83,null,252,30,7.11,32.39,null,41.534292,16.5613,14.04,63,User337,Boa72,Key7712
2025-03-25T19:01:20.143614,null,191,154,79,null,32.14,1.53,45.876875,14.967366,19.28,null,User356,Boa11,Key2042
2025-03-29T17:17:30.143631,null,146,124,null,7.67,31.1,1.14,47.147802,15.293979,null,90,User964,Boa60,Key9330
2025-03-27T02:25:44.143648,null,null,null,9,null,null,1.73,49.78874,16.894563,null,97,User123,Boa19,Key7159
2025-03-31T17:22:58.143664,null,null,146,149,null,34.96,1.52,46.982114,16.716489,10.97,81,User809,Boa60,Key8757
2025-03-28T10:12:05.143681,null,null,222,43,6.56,null,null,46.882049,17.466512,18.73,null,User517,Boa4,Key2615
2025-03-23T06:16:35.143697,null,null,null,null,7.04,null,1.8,47.086517,17.335303,14.36,null,User528,Boa61,Key5620
2025-03-25T22:08:49.143714,26.16,220,252,216,null,32.18,1.02,42.744557,13.779467,19.67,53,User228,Boa84,Key2403
2025-03-29T13:09:39.143731,28.33,null,132,237,null,null,null,40.032144,13.476178,null,null,User420,Boa56,Key7987
2025-03-31T14:12:13.143747,29.34,149,null,154,null,null,1.96,48.497162,15.857195,17.53,null,User378,Boa74,Key7944
2025-03-21T08:12:04.143764,null,112,240,null,7.99,null,1.24,49.85755,13.112291,19.84,null,User433,Boa40,Key4323
2025-03-21T16:35:50.143781,25.4,null,97,136,null,null,1.42,43.25777,16.853126,18.97,null,User363,Boa18,Key2741
2025-03-28T09:58:40.143797,null,null,null,null,null,36.77,null,42.799483,12.202116,null,56,User287,Boa33,Key2991
2025-03-22T05:00:48.143813,null,52,null,null,7.15,null,1.2,41.845238,17.736795,16.41,null,User159,Boa87,Key6288
2025-03-29T00:00:07.143830,26.47,6,null,null,null,37.69,1.21,49.859921,16.801381,null,56,User113,Boa95,Key6805
2025-03-24T04:52:00.143847,22.51,null,null,null,6.76,null,null,48.450186,16.14741,null,73,User746,Boa7,Key2654
2025-03-27T15:29:23.143863,22.83,16,57,41,7.15,36.51,null,43.402471,15.68055,null,null,User599,Boa69,Key7922
2025-03-21T16:10:20.143881,22.03,109,null,131,null,null,null,48.305214,15.707491,11.82,null,User787,Boa50,Key9935
2025-03-27T15:25:38.143898,26.1,149,null,null,6.02,35.83,null,46.103594,17.06042,null,null,User871,Boa78,Key1780
2025-03-26T07:20:23.143914,null,140,null,17,null,null,1.13,41.213272,17.282575,17.23,75,User914,Boa14,Key8143
2025-03-21T15:59:35.143930,null,77,null,155,null,32.37,1.69,45.674241,10.186545,null,68,User828,Boa22,Key9748
2025-03-28T05:50:14.143947,21.69,null,null,null,null,null,1.63,42.175024,14.351818,null,null,User430,Boa57,Key7844
2025-03-30T23:09:31.143962,28.08,null,null,null,6.23,39.71,null,49.864638,14.660008,null,null,User630,Boa36,Key3203
2025-03-31T17:25:23.143978,23.49,149,223,119,6.38,33.4,null,49.975331,18.783659,null,null,User876,Boa31,Key3903
2025-03-24T05:39:46.143996,25.98,231,null,62,7.18,32.66,1.13,43.193377,13.121481,null,null,User395,Boa40,Key2222
2025-03-31T11:21:09.144013,24.43,null,null,null,null,36.58,null,43.727584,13.130266,11.24,77,User499,Boa47,Key1533
2025-03-22T12:36:05.144029,null,null,132,null,7.36,33.4,1.55,41.542176,11.729854,13.47,92,User542,Boa91,Key7397
2025-03-29T20:08:50.144046,20.44,12,null,160,null,38.01,1.36,47.919493,13.444169,null,56,User906,Boa26,Key9195
2025-03-25T14:53:56.144080,null,213,111,null,6.82,30.5,null,49.852758,10.972052,null,62,User861,Boa49,Key9951
2025-03-26T11:18:46.144098,null,185,225,83,7.34,null,1.73,47.869307,17.976392,null,null,User962,Boa28,Key7799
2025-03-25T11:15:29.144115,22.55,null,null,null,6.18,null,null,40.005738,12.43337,10.02,null,User823,Boa30,Key4004
2025-03-26T00:28:05.144134,20.72,null,127,163,null,null,null,42.873786,13.746869,16.68,98,User207,Boa96,Key6011
2025-03-24T07:56:32.144151,22.4,null,null,null,7.07,null,null,42.117024,11.317585,11.55,null,User834,Boa55,Key8201
2025-03-29T13:56:52.144168,null,null,null,null,null,38.75,null,40.717105,19.630468,null,90,User353,Boa79,Key8132
2025-03-29T02:55:12.144183,28.98,251,null,163,7.14,34.62,1.77,44.770624,19.667569,null,null,User461,Boa63,Key4695
2025-03-28T12:42:01.144200,29.8,null,205,175,null,null,1.93,47.869886,14.379926,null,null,User564,Boa74,Key8991
2025-03-29T22:07:37.144216,null,174,null,178,null,38.37,1.57,44.995235,18.071519,10.39,71,User803,Boa8,Key5713
2025-03-30T20:19:38.144234,24.93,null,null,null,7.36,35.71,null,48.832868,14.258491,null,78,User741,Boa58,Key7224
2025-03-21T13:24:40.144250,null,null,147,151,null,null,null,42.525655,18.056673,null,null,User664,Boa26,Key3162
2025-03-28T19:16:15.144265,20.7,null,null,23,null,37.65,1.78,47.806766,15.0615,null,97,User535,Boa36,Key8938
2025-03-30T15:11:56.144282,26.02,null,null,92,7.19,null,null,49.115933,12.982667,null,null,User687,Boa81,Key7961
2025-03-31T01:03:44.144298,null,126,null,null,7.22,33.55,1.6,46.19796,16.486163,11.56,null,User400,Boa49,Key7203
2025-03-21T04:08:20.144314,null,null,null,null,null,38.36,1.4,41.621815,13.878886,null,94,User681,Boa26,Key8692
2025-03-31T13:17:48.144330,null,null,null,null,7.75,38.84,1.57,45.153915,19.185006,null,51,User732,Boa30,Key7786
2025-03-25T13:09:22.144347,null,30,null,236,null,null,null,46.796061,15.708419,null,null,User954,Boa67,Key8096
2025-03-24T19:15:35.144363,null,null,null,84,null,34.28,1.05,42.090186,13.052313,null,81,User993,Boa75,Key8240
2025-03-26T06:07:59.144379,23.46,32,null,78,6.9,null,1.41,45.254621,12.365103,10.51,50,User602,Boa3,Key7535
2025-03-20T19:08:56.144397,null,null,42,16,6.83,null,1.46,49.230131,12.007948,14.11,null,User412,Boa69,Key7059
2025-03-23T09:03:34.144414,null,136,null,149,7.99,null,null,45.614284,12.088075,12.84,null,User222,Boa63,Key8361
2025-03-27T17:15:38.144431,null,246,null,42,6.14,37.04,1.88,40.02956,10.257779,null,61,User240,Boa85,Key2715
2025-03-28T18:37:07.144448,22.64,null,null,243,6.73,null,1.85,43.708727,10.341117,null,null,User693,Boa82,Key7680
2025-03-27T00:15:20.144465,20.75,null,203,null,7.49,null,1.21,45.983603,18.686426,null,76,User883,Boa52,Key4732
2025-03-27T19:23:08.144482,null,14,null,146,null,36.24,null,45.802942,13.772203,null,80,User927,Boa8,Key1743
2025-03-21T16:56:01.144532,null,44,108,26,null,37.23,1.41,48.142298,19.291954,null,null,User648,Boa52,Key4074
2025-03-30T23:38:28.144554,null,null,52,null,null,null,1.15,48.125698,16.15031,15.7,77,User844,Boa30,Key4262
2025-03-29T11:35:21.144571,29.27,null,152,null,null,null,1.66,47.394346,14.447696,11.98,null,User464,Boa94,Key2407
2025-03-27T11:34:07.144587,20.3,162,null,75,6.65,null,null,43.080451,18.960874,null,69,User832,Boa8,Key2449
2025-03-26T01:07:39.144604,20.38,null,null,null,null,30.23,null,43.963352,19.251271,null,null,User438,Boa90,Key3259
2025-03-28T18:02:42.144621,29.73,150,null,null,7.63,null,null,44.388799,14.274137,null,100,User574,Boa56,Key5186
2025-03-30T20:42:20.144637,21.54,null,184,159,7.65,32.66,null,43.500412,13.593569,null,98,User232,Boa28,Key2001
2025-03-31T17:21:02.144654,null,222,null,235,null,null,null,49.333583,15.130031,null,75,User994,Boa89,Key8600
2025-03-22T02:35:52.144669,null,null,135,null,7.08,null,1.33,47.348483,14.290782,null,null,User370,Boa72,Key8099
2025-03-22T06:45:32.144685,null,null,228,32,7.5,null,null,41.988,12.257641,null,null,User969,Boa76,Key4475
2025-03-21T15:49:22.144701,27.92,216,null,83,null,37.77,null,40.048368,15.304901,10.34,100,User351,Boa23,Key8750
2025-03-28T01:21:46.144719,27.08,null,178,172,6.47,null,null,41.955726,18.313363,14.53,64,User406,Boa47,Key3326
2025-03-27T00:40:42.144736,null,48,187,null,7.21,null,null,48.83388,12.15318,null,50,User347,Boa69,Key5170
2025-03-30T01:56:33.144752,20.87,null,null,null,7.5,35.88,1.32,43.544151,19.087384,17.76,null,User109,Boa11,Key9729
2025-03-28T14:54:55.144769,null,89,null,193,6.68,30.99,1.79,40.004263,11.463158,null,87,User279,Boa10,Key2462
2025-03-26T18:54:56.144786,null,17,null,null,null,null,1.06,43.766541,14.534319,18.19,null,User156,Boa18,Key9439
2025-03-25T14:39:29.144802,null,227,185,null,null,null,1.07,49.458869,15.978121,null,58,User282,Boa78,Key6888
2025-03-21T05:30:32.144819,28.43,29,78,9,null,null,1.7,48.128544,14.069042,null,63,User949,Boa61,Key4545
2025-03-23T07:31:20.144836,null,11,null,null,null,37.27,null,40.103494,17.939962,11.23,100,User712,Boa83,Key6146
2025-03-30T07:13:44.144853,null,null,66,null,null,37.3,1.24,49.200521,18.426452,13.76,80,User487,Boa93,Key2370
2025-03-28T18:56:42.144870,null,null,null,null,7.8,null,null,42.308199,18.976279,19.0,84,User273,Boa42,Key7289
2025-03-28T19:23:52.144886,25.04,134,null,null,7.16,null,null,43.459593,14.553804,10.65,null,User470,Boa17,Key8053
2025-03-27T09:14:47.144903,25.43,123,147,null,null,39.13,1.06,44.034517,13.17023,19.59,null,User932,Boa44,Key2474
2025-03-22T05:10:36.144920,null,210,null,null,null,35.87,1.59,48.432505,16.155895,null,null,User961,Boa30,Key5200
2025-03-25T02:55:01.144935,null,null,242,null,null,null,1.91,48.735867,17.970469,null,61,User604,Boa88,Key6473
2025-03-26T21:33:05.144951,24.5,null,null,null,null,null,null,41.290973,17.157716,null,null,User749,Boa18,Key6519
2025-03-31T03:50:53.144966,26.19,97,84,null,7.38,null,1.59,40.415667,18.782234,14.64,null,User531,Boa9,Key6334
2025-03-27T18:15:32.144984,24.2,null,null,null,6.03,34.64,null,40.581776,11.033124,null,null,User423,Boa59,Key8664
2025-03-31T14:16:49.145000,null,null,null,null,7.24,36.35,1.62,47.007272,15.536944,14.64,88,User552,Boa29,Key8518
2025-03-30T00:30:04.145017,20.13,null,139,232,7.2,null,1.94,42.705176,13.980004,null,66,User741,Boa50,Key4254
2025-03-28T16:31:18.145034,null,63,132,247,7.64,null,null,43.98974,11.87494,11.8,null,User184,Boa56,Key8800
2025-03-25T21:00:43.145051,24.87,null,null,64,null,null,1.8,48.431875,13.882802,14.66,53,User442,Boa95,Key8936
2025-03-31T06:53:51.145068,null,156,null,221,7.37,null,1.87,45.25099,11.400227,null,null,User118,Boa3,Key1744
2025-03-29T02:09:39.145085,null,209,null,null,7.06,36.73,null,43.617237,13.981238,null,null,User632,Boa65,Key1357
2025-03-27T09:50:44.145101,null,109,246,null,null,null,1.58,45.317188,14.110487,18.9,null,User863,Boa72,Key1280
2025-03-22T13:15:22.145118,null,null,65,166,6.99,null,null,40.889738,15.775666,16.38,null,User553,Boa77,Key9387
2025-03-21T20:05:34.145135,28.07,null,null,179,7.53,null,null,44.302029,14.116174,17.78,null,User878,Boa88,Key1131
2025-03-25T15:26:58.145152,21.43,19,null,194,7.63,38.97,1.73,45.558074,12.308007,null,null,User943,Boa74,Key3301
2025-03-30T18:24:49.145170,null,54,null,189,null,37.32,1.36,44.885769,19.458307,17.03,null,User700,Boa72,Key3729
2025-03-22T07:04:28.145188,22.93,37,139,112,7.63,null,1.55,40.489226,13.628044,null,74,User651,Boa20,Key8234
2025-03-26T10:36:00.145207,null,null,null,null,7.63,31.88,1.98,41.104846,13.500164,16.68,78,User477,Boa59,Key7476
2025-03-22T21:52:53.145225,null,null,null,105,null,null,1.3,43.344511,15.650345,17.56,64,User839,Boa74,Key8582
2025-03-29T22:41:55.145242,null,117,null,null,null,38.34,null,47.995481,17.053066,null,null,User319,Boa61,Key8297
2025-03-26T03:30:25.145258,null,null,null,209,7.11,38.47,1.37,46.588381,10.732405,null,null,User673,Boa93,Key8963
2025-03-26T02:09:01.145276,null,21,85,120,6.27,null,null,44.095087,17.006733,12.4,null,User719,Boa33,Key5224
2025-03-31T08:48:56.145294,23.82,68,null,null,7.41,null,1.47,47.521017,13.672897,null,59,User196,Boa8,Key1473
2025-03-29T08:19:37.145314,22.97,105,null,113,null,null,null,40.553448,12.842217,null,71,User322,Boa67,Key6197
2025-03-29T18:34:16.145331,25.35,null,78,189,7.34,38.23,1.55,49.840374,19.404975,null,66,User361,Boa52,Key4278
2025-03-29T02:48:52.145350,null,null,null,240,null,34.4,null,47.351068,17.645412,11.42,null,User963,Boa80,Key3727
2025-03-26T06:28:27.145367,null,null,null,null,6.27,38.0,1.38,44.154497,14.75694,null,62,User377,Boa36,Key4820
2025-03-29T11:24:34.145385,null,244,null,22,null,35.19,1.91,48.401064,12.030813,null,null,User738,Boa6,Key9779
2025-03-29T23:44:24.145403,21.69,52,149,null,null,31.03,null,41.461237,13.796539,null,92,User461,Boa36,Key4636
2025-03-30T12:41:07.145434,null,104,115,75,null,33.29,1.25,45.914408,11.416666,null,null,User830,Boa73,Key9201
2025-03-20T22:05:16.145468,null,null,null,185,6.43,32.39,null,44.755546,19.212549,null,73,User959,Boa31,Key1020
2025-03-27T07:12:04.145487,null,null,130,43,6.59,null,1.63,42.437701,14.990922,null,85,User792,Boa21,Key9912
2025-03-21T01:05:44.145504,20.27,47,40,173,6.42,null,1.88,49.941321,19.452145,null,81,User410,Boa3,Key9526
2025-03-25T13:18:51.145523,null,null,null,null,null,null,1.75,45.352492,16.828048,null,91,User646,Boa73,Key5347
2025-03-24T10:19:47.145539,22.4,117,215,null,null,33.93,1.79,46.59249,19.368014,18.25,77,User263,Boa57,Key6912
2025-03-20T12:12:49.145559,25.37,null,null,7,7.6,null,null,46.890294,14.29958,null,null,User253,Boa18,Key8705
2025-03-26T21:55:59.145575,null,null,92,1,7.36,null,null,42.006285,16.138045,null,null,User342,Boa53,Key3779
2025-03-26T08:33:46.145591,27.43,null,220,null,null,null,null,46.389735,12.502626,16.63,60,User804,Boa83,Key3980
2025-03-23T21:29:12.145608,24.49,181,null,60,null,null,null,48.528606,17.652514,16.76,65,User555,Boa29,Key5999
2025-03-29T03:26:17.145624,null,null,null,127,null,36.56,1.53,46.383566,16.352426,13.98,null,User757,Boa96,Key8151
2025-03-26T23:09:23.145641,24.56,199,null,null,null,34.88,null,41.508908,14.826031,14.24,null,User816,Boa77,Key5615
2025-03-22T10:11:25.145657,22.38,165,null,210,null,34.6,1.74,47.653094,14.664849,18.91,null,User478,Boa46,Key6436
2025-03-28T18:52:38.145675,27.25,null,196,129,6.0,null,1.98,42.267309,10.172237,17.05,51,User992,Boa99,Key1746
2025-03-26T18:27:29.145693,23.0,115,null,null,null,35.81,1.32,42.146053,12.20517,null,73,User810,Boa90,Key5518
2025-03-24T15:20:27.145709,23.79,11,55,243,null,36.38,1.12,40.656716,16.266421,null,59,User601,Boa18,Key2256
2025-03-27T05:22:24.145727,28.21,34,102,null,6.91,37.21,null,40.733797,18.202035,null,null,User793,Boa21,Key9961
2025-03-26T15:06:35.145744,null,16,204,61,7.06,38.34,1.87,45.731325,15.770729,18.53,null,User233,Boa62,Key9287
2025-03-24T19:53:53.145762,29.0,null,95,null,6.09,null,null,46.400887,13.819759,19.75,null,User737,Boa95,Key6654
2025-03-24T21:57:01.145778,null,null,null,null,null,null,null,47.196175,11.505902,13.58,null,User628,Boa53,Key5494
2025-03-28T11:48:09.145794,23.36,null,null,197,7.98,33.82,null,42.470169,13.090246,null,null,User613,Boa61,Key7376
2025-03-24T10:55:37.145839,null,null,null,210,null,36.36,1.75,43.709511,19.745698,null,null,User561,Boa95,Key6156
2025-03-24T00:28:15.145858,20.62,93,null,null,7.47,39.76,1.21,42.792065,10.115487,17.12,null,User936,Boa10,Key9486
2025-03-23T10:01:16.145875,27.05,210,null,225,null,37.33,1.58,45.591615,16.964379,null,61,User182,Boa90,Key8190
2025-03-21T23:03:25.145893,null,null,153,235,6.69,39.21,null,48.604236,11.166674,null,null,User524,Boa72,Key6519
2025-03-30T14:59:04.145909,21.51,null,141,null,6.38,36.06,1.78,46.815098,12.324714,17.87,null,User332,Boa12,Key7585
